attrition,gender,birthday,age,staff_category,stock_options,job_title,hire_date,performance_rating,employee_satisfaction,last_promotion_date,recent_salary,prior_salary,last_raise,commute_distance,percent_travel,marital_status,education,employee_id
No,female,27-09-1983,35,Hourly,Not Eligible,Room Service Clerk,25-08-2010,A,89,23-07-2014,189510,175472,14038,44,12,Single,Graduate Degree,2001471588
No,male,10-05-1964,55,Salaried,Not Eligible,Clerk Health Unit,25-09-2009,C,80,08-08-2017,51793,46243,5550,27,92,Married,Some College,2001471589
Yes,male,20-10-1982,36,Hourly,Not Eligible,Repairer Truck,19-06-2005,C,91,05-07-2017,58040,51821,6219,10,68,Single,PhD,2001471590
No,female,13-09-1969,49,Salaried,Not Eligible,Designer Graphic,22-08-2010,C,96,22-05-2018,55993,50444,5549,16,45,Married,Some College,2001471591
No,female,16-12-1968,50,Salaried,Not Eligible,"Executive Secretary, CEO",29-11-2011,B,88,04-11-2013,146436,133123,13313,29,39,Single,Some College,2001471592
No,female,20-03-1983,36,Salaried,Not Eligible,Soil Scientist,02-05-2017,A,86,26-02-2014,174242,169166,5076,26,41,Married,Some College,2001471593
No,male,22-08-1972,46,Hourly,Not Eligible,Leasing Agent Residence,26-03-2005,A,83,07-04-2018,123474,123474,0,7,54,Married,Bachelors Degree,2001471594
No,female,04-11-1966,52,Salaried,Not Eligible,Clerk Statistical,11-06-2008,C,57,06-04-2015,109558,101442,8116,6,77,Single,Some College,2001471595
No,male,28-08-1967,51,Hourly,Eligible,Clerk Brokerage,17-02-2013,D,76,23-07-2017,197068,180796,16272,2,37,Single,Bachelors Degree,2001471596
No,male,18-05-1973,46,Salaried,Eligible,Branch Manager 1 Banking,19-05-2017,C,93,15-08-2014,131080,124838,6242,16,92,Single,Graduate Degree,2001471597
No,male,28-03-1970,49,Salaried,Not Eligible,Mechanic Telephone Maintenance,27-05-2013,D,78,01-11-2017,159501,139913,19588,7,81,Single,PhD,2001471598
Yes,male,22-10-1972,46,Salaried,Not Eligible,Lab Utilities Technician,09-01-2009,C,50,17-08-2014,190659,165790,24869,40,13,Married,Bachelors Degree,2001471599
Yes,male,05-06-1972,47,Salaried,Not Eligible,Physical Therapy Head,30-03-2011,B,74,21-09-2014,131483,117395,14088,13,69,Single,Graduate Degree,2001471600
No,female,19-10-1963,55,Hourly,Not Eligible,Heavy Truck Driver,05-10-2014,A,80,03-03-2017,172494,164280,8214,16,49,Married,Some College,2001471601
No,male,23-01-1971,48,Hourly,Eligible,Clerk Health Unit,15-07-2011,B,70,08-08-2013,65637,60774,4863,3,14,Married,PhD,2001471602
No,male,25-01-1965,54,Hourly,Not Eligible,Rehabilitation Clerk,17-11-2017,D,66,10-03-2015,190126,171284,18842,33,99,Married,Bachelors Degree,2001471603
No,male,24-02-1964,55,Salaried,Not Eligible,Loan Clerk 2,03-06-2017,C,42,07-05-2018,111466,101332,10134,21,23,Married,PhD,2001471604
No,female,31-07-1973,45,Salaried,Not Eligible,Medical Dental Hygienist,16-05-2017,B,54,24-05-2014,100644,88284,12360,35,95,Married,Graduate Degree,2001471605
No,female,03-06-1980,39,Salaried,Eligible,Truck Driver Dump,08-02-2007,C,40,19-04-2015,60722,57284,3438,35,60,Married,PhD,2001471606
No,female,10-03-1964,55,Salaried,Not Eligible,Assistant Accountant,22-08-2008,D,82,22-04-2018,130427,120765,9662,6,39,Married,PhD,2001471607
No,male,07-08-1958,60,Salaried,Not Eligible,Traffic Agent,18-06-2004,D,87,22-10-2015,120352,120352,0,15,73,Married,Graduate Degree,2001471608
No,male,04-11-1975,43,Hourly,Not Eligible,Business Manager College/University,08-04-2004,B,37,04-10-2014,79786,69987,9799,40,94,Single,Bachelors Degree,2001471609
Yes,male,21-08-1969,49,Salaried,Not Eligible,Customer Service Representative 1,11-05-2016,D,98,30-01-2015,186164,177299,8865,9,22,Married,PhD,2001471610
No,female,31-03-1959,60,Salaried,Eligible,Case Aide,10-12-2003,C,46,03-08-2013,121632,121632,0,44,11,Married,PhD,2001471611
No,male,29-11-1972,46,Salaried,Not Eligible,Insurance Automobile Damage Appraiser,30-01-2014,D,33,14-09-2013,139186,132558,6628,4,22,Married,Graduate Degree,2001471612
No,male,20-07-1966,52,Salaried,Not Eligible,Social Medical Researcher,12-06-2012,A,65,19-09-2017,113512,98706,14806,37,81,Single,Some College,2001471613
Yes,male,29-04-1973,46,Hourly,Not Eligible,Analyst Rate,29-07-2014,A,79,09-01-2014,164942,151322,13620,36,44,Married,Bachelors Degree,2001471614
No,male,08-02-1983,36,Salaried,Not Eligible,Electronics Inspector,26-12-2003,A,53,12-06-2014,78285,73853,4432,19,71,Married,Bachelors Degree,2001471615
No,female,02-08-1964,54,Salaried,Not Eligible,Pollution Control Technician,25-03-2017,B,89,08-02-2017,193627,172881,20746,10,73,Married,Bachelors Degree,2001471616
No,female,17-05-1960,59,Salaried,Not Eligible,Health & Safety Officer,18-04-2010,C,86,29-09-2014,92984,85306,7678,20,85,Single,Some College,2001471617
No,female,05-02-1974,45,Salaried,Not Eligible,Technologist Science,02-09-2004,A,37,25-10-2017,165858,165858,0,40,46,Married,Some College,2001471618
No,male,28-01-1984,35,Salaried,Not Eligible,Medical Psychiatrist,29-12-2016,B,78,24-03-2016,150914,142371,8543,13,26,Single,Some College,2001471619
No,female,16-07-1963,55,Salaried,Not Eligible,Administrator Contract,28-11-2003,D,47,13-04-2017,54532,52943,1589,19,43,Married,Graduate Degree,2001471620
No,female,13-11-1972,46,Salaried,Eligible,Computer Webmaster,18-08-2017,D,80,27-01-2014,112092,112092,0,18,98,Single,Graduate Degree,2001471621
No,male,01-06-1966,53,Salaried,Not Eligible,Lathe Operator Numerical Control,15-02-2015,B,71,23-12-2013,125226,122770,2456,10,20,Single,PhD,2001471622
No,female,01-04-1969,50,Hourly,Eligible,Packaging Manager,12-01-2011,D,51,15-12-2014,193442,175856,17586,16,71,Single,Bachelors Degree,2001471623
No,female,16-07-1964,54,Salaried,Not Eligible,Loan Review Analyst,23-11-2011,C,74,05-04-2014,73937,69100,4837,26,58,Married,Graduate Degree,2001471624
Yes,male,28-05-1982,37,Salaried,Not Eligible,Supervisor Help Desk,16-01-2015,C,83,08-03-2015,98526,98526,0,1,23,Single,Bachelors Degree,2001471625
No,male,02-07-1981,37,Salaried,Not Eligible,Power Plant Operator,01-06-2010,B,73,14-05-2016,68914,61530,7384,44,36,Married,Bachelors Degree,2001471626
Yes,male,23-11-1980,38,Salaried,Not Eligible,Financial Aid Counselor,07-08-2009,D,78,17-04-2018,52808,47574,5234,45,55,Married,Some College,2001471627
Yes,male,16-04-1967,52,Hourly,Not Eligible,Structural Drafter,23-12-2013,A,45,01-04-2014,69811,66486,3325,40,10,Single,Graduate Degree,2001471628
No,female,20-07-1958,60,Hourly,Not Eligible,Supervisor Media,01-07-2016,B,30,25-01-2016,170317,170317,0,34,41,Single,Graduate Degree,2001471629
No,male,01-11-1966,52,Hourly,Not Eligible,Supervisor Tool Design,22-12-2015,D,36,02-10-2017,59185,54298,4887,30,80,Single,PhD,2001471630
Yes,male,10-10-1976,42,Salaried,Not Eligible,Computer Information Scientist,17-01-2012,B,46,05-12-2013,158409,153795,4614,19,13,Married,PhD,2001471631
Yes,female,25-05-1969,50,Hourly,Not Eligible,Reservation Clerk,20-07-2004,A,39,04-02-2014,159243,142181,17062,35,64,Single,Graduate Degree,2001471632
No,female,15-03-1963,56,Salaried,Not Eligible,Water Treatment Operator,01-05-2009,A,68,04-02-2018,131257,115137,16120,40,94,Married,Graduate Degree,2001471633
No,female,03-01-1967,52,Hourly,Not Eligible,Aide Biological,24-07-2010,A,99,27-08-2014,112247,107929,4318,32,46,Married,Some College,2001471634
No,male,11-11-1973,45,Hourly,Not Eligible,Wide Area Network Administrator,02-11-2006,C,71,22-03-2017,199332,184566,14766,36,94,Married,Some College,2001471635
No,female,15-11-1966,52,Salaried,Not Eligible,Foreign Clerk,22-02-2004,B,84,22-03-2017,132438,115163,17275,18,80,Single,Bachelors Degree,2001471636
No,male,05-04-1980,39,Salaried,Not Eligible,Television & Radio Repairer,02-11-2013,D,76,28-07-2017,141530,141530,0,2,94,Single,PhD,2001471637
No,female,22-03-1976,43,Salaried,Eligible,Technician Electromechanical,17-10-2005,D,34,03-01-2016,76618,69025,7593,33,18,Married,Some College,2001471638
No,female,30-05-1979,40,Salaried,Not Eligible,Machine Heavy Press Operator,11-02-2016,B,95,04-11-2017,133912,119564,14348,18,34,Married,Some College,2001471639
No,male,04-01-1984,35,Hourly,Not Eligible,Manager Applications Programming,18-10-2013,C,49,17-02-2018,146528,127415,19113,0,38,Single,Bachelors Degree,2001471640
No,male,22-01-1959,60,Salaried,Not Eligible,Wholesaler,19-02-2006,C,84,09-02-2015,139948,128392,11556,2,76,Married,PhD,2001471641
No,male,08-09-1974,44,Hourly,Not Eligible,Transmission Mechanic,06-02-2009,A,70,28-05-2017,154161,145434,8727,12,63,Single,Some College,2001471642
No,female,09-02-1975,44,Hourly,Not Eligible,IT Supervisor Systems Analysis,03-07-2017,D,44,17-04-2017,64408,59637,4771,7,82,Married,PhD,2001471643
No,female,15-03-1965,54,Hourly,Not Eligible,Generic Clerk Interviewing,28-02-2014,B,88,30-05-2018,90155,90155,0,37,15,Married,Graduate Degree,2001471644
No,male,16-06-1969,50,Salaried,Not Eligible,Director Social Services,18-02-2015,D,100,28-08-2016,94336,82031,12305,42,51,Single,PhD,2001471645
No,male,23-10-1974,44,Hourly,Not Eligible,Electric Utility Drafter,12-05-2013,D,53,21-06-2016,84484,81234,3250,11,25,Single,PhD,2001471646
No,female,14-01-1967,52,Salaried,Not Eligible,Cutter Optical Lens,23-04-2016,D,62,25-01-2015,106866,106866,0,35,23,Married,Some College,2001471647
No,female,01-11-1980,38,Salaried,Not Eligible,Audiologist,13-02-2012,B,99,04-02-2016,95385,94440,945,13,61,Married,Some College,2001471648
Yes,female,04-01-1970,49,Hourly,Not Eligible,Medical Cephalometric Analyst,23-04-2011,B,34,01-10-2016,150744,150744,0,19,64,Single,Graduate Degree,2001471649
Yes,male,27-03-1960,59,Salaried,Eligible,Mailroom Messenger,04-10-2016,A,48,06-05-2018,162386,157656,4730,2,18,Married,Graduate Degree,2001471650
Yes,male,09-08-1960,58,Salaried,Not Eligible,Medical Nursing Instructor,09-09-2005,C,45,15-11-2015,170807,153880,16927,13,70,Married,Graduate Degree,2001471651
Yes,male,15-09-1979,39,Salaried,Not Eligible,Circulation Manager,26-04-2016,B,95,28-10-2014,135614,132954,2660,22,84,Single,PhD,2001471652
Yes,male,07-04-1979,40,Salaried,Not Eligible,Human Resources Sprvr Employee Relations,18-10-2003,C,79,09-06-2015,98724,98724,0,5,65,Married,Bachelors Degree,2001471653
No,male,05-11-1971,47,Salaried,Not Eligible,IT Processing Scheduler,23-05-2018,C,56,26-05-2017,199034,195131,3903,23,31,Married,Graduate Degree,2001471654
No,male,20-05-1969,50,Salaried,Not Eligible,Diagnostic Medical Sonographer,22-10-2009,D,75,07-03-2015,110391,99451,10940,18,45,Married,Graduate Degree,2001471655
Yes,male,09-03-1969,50,Salaried,Not Eligible,Medical Technologist,26-12-2012,D,82,05-10-2015,193282,193282,0,27,45,Single,PhD,2001471656
No,male,12-11-1963,55,Hourly,Not Eligible,Aircraft Mechanic for Props,10-01-2012,A,89,04-09-2016,113443,113443,0,34,96,Single,Bachelors Degree,2001471657
Yes,male,12-07-1962,56,Salaried,Not Eligible,Chief Aircraft Mechanic,01-12-2012,C,57,07-06-2015,102849,95230,7619,27,74,Married,Some College,2001471658
No,male,03-04-1962,57,Salaried,Not Eligible,Microbiology Technologist,03-03-2014,D,33,30-10-2014,64583,59799,4784,39,79,Married,Bachelors Degree,2001471659
No,female,25-07-1964,54,Salaried,Not Eligible,Technical Aide Test Data,20-11-2010,D,99,10-08-2015,113424,113424,0,44,96,Married,Bachelors Degree,2001471660
Yes,male,01-02-1980,39,Salaried,Not Eligible,Underwriter Casualty,26-01-2004,C,91,31-01-2015,52855,48490,4365,36,46,Married,Graduate Degree,2001471661
No,male,15-03-1966,53,Salaried,Not Eligible,Refuse Truck Driver,11-09-2012,D,64,25-05-2015,74613,67218,7395,38,77,Married,Graduate Degree,2001471662
Yes,female,30-09-1983,35,Salaried,Not Eligible,Loan Review Analyst,19-07-2004,D,38,05-06-2015,178532,176764,1768,30,65,Married,Some College,2001471663
No,male,22-11-1958,60,Salaried,Eligible,Machinery Erector,27-09-2003,B,82,21-11-2017,110594,96168,14426,43,51,Married,Graduate Degree,2001471664
No,female,08-04-1974,45,Hourly,Not Eligible,Clerk Cancellation,23-01-2012,A,56,31-03-2014,72878,72878,0,41,53,Single,PhD,2001471665
No,female,31-08-1973,45,Salaried,Not Eligible,Retail Area Manager,04-05-2012,D,65,10-10-2014,140411,140411,0,7,49,Married,Some College,2001471666
No,female,18-03-1961,58,Hourly,Eligible,Store Decorator,27-08-2009,B,51,19-09-2016,51874,45503,6371,1,17,Married,Graduate Degree,2001471667
No,male,23-11-1982,36,Salaried,Eligible,Supervisor 2 Product Development,01-10-2015,C,90,14-03-2015,161563,158395,3168,1,67,Married,Some College,2001471668
No,female,21-01-1964,55,Hourly,Not Eligible,Website Coordinator,09-01-2014,D,85,25-05-2016,68452,67109,1343,27,15,Married,Bachelors Degree,2001471669
No,female,24-04-1962,57,Salaried,Not Eligible,Cab Driver,14-09-2016,A,45,02-09-2017,54579,51980,2599,18,73,Married,Bachelors Degree,2001471670
No,male,06-11-1960,58,Salaried,Not Eligible,Air Conditioning Installer 1,07-03-2013,D,81,20-12-2016,199368,191700,7668,45,19,Married,PhD,2001471671
No,male,08-02-1980,39,Hourly,Not Eligible,Cargo Services Supervisor,02-05-2004,B,39,16-09-2016,164893,164893,0,12,47,Married,Graduate Degree,2001471672
No,male,13-04-1978,41,Hourly,Not Eligible,Structural Steel Erector,17-02-2008,C,60,25-03-2017,95651,92865,2786,39,87,Married,PhD,2001471673
No,male,26-03-1974,45,Salaried,Not Eligible,Supervisor Call Center,23-09-2012,D,70,07-02-2017,71013,71013,0,5,37,Married,Bachelors Degree,2001471674
No,male,31-03-1972,47,Salaried,Eligible,Searcher Title,29-01-2004,C,84,30-07-2016,98984,98984,0,31,45,Single,Graduate Degree,2001471675
No,male,13-07-1977,41,Salaried,Not Eligible,Plant Personnel Supervisor,11-09-2013,A,66,06-08-2015,69004,62730,6274,25,13,Married,PhD,2001471676
Yes,male,07-06-1973,46,Salaried,Not Eligible,Hand Packager,31-10-2013,B,65,30-12-2014,141193,134469,6724,22,81,Single,Some College,2001471677
No,female,11-05-1963,56,Salaried,Not Eligible,Statement Clerk,22-01-2017,D,56,25-09-2013,182016,162514,19502,5,95,Married,Some College,2001471678
Yes,male,06-04-1969,50,Salaried,Not Eligible,Planner Facilities,17-04-2010,A,45,17-05-2014,178260,160594,17666,33,26,Single,Graduate Degree,2001471679
No,female,02-08-1969,49,Salaried,Not Eligible,Technician Engineering Specifications,22-08-2017,D,73,13-09-2017,161544,145535,16009,33,68,Single,PhD,2001471680
No,male,17-04-1963,56,Salaried,Not Eligible,Bookkeeper,16-02-2013,C,67,02-01-2017,158602,148226,10376,7,40,Married,Bachelors Degree,2001471681
No,female,12-05-1976,43,Salaried,Not Eligible,Supervisor Equal Opportunity,06-05-2004,A,83,17-06-2013,158564,151013,7551,20,92,Married,Bachelors Degree,2001471682
Yes,male,09-04-1971,48,Hourly,Not Eligible,Branch Manager 1 Banking,13-04-2007,C,82,16-03-2016,66943,59770,7173,4,89,Married,Some College,2001471683
No,female,02-11-1974,44,Salaried,Not Eligible,Operator Extractor,18-04-2010,A,67,23-03-2014,100076,100076,0,1,18,Married,PhD,2001471684
No,female,10-10-1965,53,Salaried,Eligible,Dental Ceramist,11-08-2015,C,100,07-05-2015,149636,141166,8470,41,27,Married,PhD,2001471685
Yes,female,26-09-1983,35,Hourly,Not Eligible,Manager Administrative Services,06-11-2004,D,68,06-09-2013,99591,93953,5638,37,81,Single,Graduate Degree,2001471686
Yes,male,07-02-1960,59,Salaried,Eligible,Supervisor Merchandising,06-06-2006,B,64,16-10-2013,112603,101444,11159,3,71,Married,Bachelors Degree,2001471687
Yes,male,19-04-1963,56,Salaried,Not Eligible,Supervisor Technical Publications,03-11-2015,C,61,12-10-2013,152335,133627,18708,37,49,Married,Bachelors Degree,2001471688
No,female,21-01-1965,54,Hourly,Not Eligible,Technician X-Ray,31-03-2004,C,41,05-04-2016,68330,68330,0,41,50,Married,Graduate Degree,2001471689
Yes,male,12-10-1963,55,Salaried,Not Eligible,Engineering Specialist,13-06-2006,D,59,15-04-2018,134273,126672,7601,40,94,Single,Some College,2001471690
No,female,11-08-1978,40,Salaried,Not Eligible,Dosimetrist,25-01-2013,C,89,19-05-2014,85055,78032,7023,18,82,Married,Bachelors Degree,2001471691
No,female,22-02-1978,41,Hourly,Not Eligible,Collector Loan,02-02-2008,A,86,14-08-2015,77114,70103,7011,27,91,Single,Some College,2001471692
No,female,19-10-1968,50,Hourly,Eligible,Automotive Servicer,16-11-2006,B,98,02-03-2018,125373,109020,16353,20,45,Married,Some College,2001471693
No,female,26-08-1967,51,Salaried,Not Eligible,Supervisor Hotel Baggage,21-01-2017,A,33,11-06-2014,69013,62173,6840,19,38,Married,PhD,2001471694
No,female,04-10-1969,49,Hourly,Eligible,Machine Operator Injection,15-09-2014,A,45,28-10-2014,172008,154962,17046,24,85,Single,PhD,2001471695
Yes,female,09-10-1959,59,Salaried,Not Eligible,Call Center Supervisor,23-11-2015,B,90,14-04-2017,138408,130573,7835,36,76,Married,Graduate Degree,2001471696
No,female,13-12-1965,53,Hourly,Not Eligible,Agent Traffic Sales,04-05-2008,C,86,26-08-2016,198863,175984,22879,33,45,Single,Bachelors Degree,2001471697
No,female,19-04-1966,53,Salaried,Not Eligible,Dentist,30-08-2013,D,30,16-02-2016,77517,68599,8918,0,62,Married,Bachelors Degree,2001471698
No,female,15-08-1971,47,Salaried,Not Eligible,Sales Telemarketing Supervisor,15-06-2003,A,97,21-01-2018,147527,147527,0,12,44,Single,Some College,2001471699
No,female,27-07-1969,49,Salaried,Not Eligible,Media Center Director School,25-09-2010,A,56,17-02-2016,176404,153394,23010,18,27,Married,Bachelors Degree,2001471700
No,female,08-03-1971,48,Salaried,Not Eligible,Drafter Civil Engineering,17-12-2005,C,69,14-07-2014,109769,98890,10879,5,56,Married,Bachelors Degree,2001471701
Yes,male,04-05-1978,41,Salaried,Not Eligible,Scheduler Materials,06-05-2016,B,53,31-03-2016,147003,137385,9618,24,18,Single,Some College,2001471702
No,female,28-06-1970,48,Hourly,Eligible,IT Audit Supervisor,09-12-2007,A,96,28-02-2018,147131,147131,0,19,76,Married,Some College,2001471703
Yes,female,13-01-1975,44,Hourly,Not Eligible,Hotel Waiter/Waitress,17-01-2010,C,61,30-03-2015,143433,128065,15368,32,23,Married,Some College,2001471704
No,male,30-04-1969,50,Salaried,Not Eligible,Agent Import/Export,06-02-2014,B,33,30-11-2017,162742,159550,3192,5,85,Married,PhD,2001471705
Yes,female,15-04-1963,56,Hourly,Not Eligible,Web Author,14-04-2004,C,53,19-04-2017,186566,184718,1848,20,31,Single,Graduate Degree,2001471706
No,male,05-12-1979,39,Salaried,Eligible,Supervisor Distribution,06-06-2008,B,43,26-03-2017,154686,154686,0,22,98,Married,Bachelors Degree,2001471707
No,male,14-08-1971,47,Salaried,Not Eligible,Medical Surgical Technician,08-11-2003,D,99,27-10-2013,169854,169854,0,10,16,Married,Bachelors Degree,2001471708
No,male,05-07-1976,42,Hourly,Not Eligible,Pathologist Voice,01-05-2010,B,68,11-03-2018,188135,166491,21644,4,52,Single,Bachelors Degree,2001471709
No,male,14-03-1964,55,Salaried,Eligible,Designer Display,02-07-2009,D,79,31-01-2015,190018,190018,0,45,98,Married,Graduate Degree,2001471710
Yes,male,19-10-1965,53,Salaried,Not Eligible,Proof Machine Operator,16-05-2004,D,98,09-06-2015,197831,193951,3880,40,38,Single,Bachelors Degree,2001471711
No,male,22-02-1971,48,Salaried,Not Eligible,Repairer Truck,16-02-2010,A,63,20-02-2014,167850,156869,10981,41,77,Single,PhD,2001471712
No,female,30-07-1970,48,Hourly,Not Eligible,Laundry Manager Hospital,24-10-2015,C,42,03-10-2017,187385,183710,3675,26,62,Married,Graduate Degree,2001471713
No,female,06-04-1978,41,Salaried,Not Eligible,Junior Clerk,17-06-2014,C,94,29-04-2016,85568,79970,5598,12,87,Married,Some College,2001471714
No,female,13-11-1970,48,Salaried,Not Eligible,Bookkeeper Head,02-08-2005,D,91,01-11-2014,190424,174700,15724,3,43,Married,PhD,2001471715
No,male,07-07-1971,47,Salaried,Not Eligible,Surgeon Tree,25-01-2013,A,71,05-08-2014,50218,48755,1463,35,92,Married,Graduate Degree,2001471716
No,female,08-03-1980,39,Salaried,Not Eligible,Technician Library,27-05-2011,D,39,21-06-2017,96301,91715,4586,16,26,Married,Bachelors Degree,2001471717
No,female,06-03-1978,41,Hourly,Not Eligible,Web Author,03-11-2013,D,92,21-10-2013,175360,152486,22874,44,17,Single,Bachelors Degree,2001471718
No,female,21-09-1980,38,Salaried,Eligible,Admin Engineering Supervisor,10-07-2015,C,70,17-01-2017,78488,74045,4443,26,37,Single,PhD,2001471719
No,female,22-04-1961,58,Salaried,Not Eligible,Armored Car Guard & Driver,26-06-2012,A,48,06-04-2014,192742,192742,0,43,47,Single,Graduate Degree,2001471720
Yes,male,30-09-1968,50,Salaried,Not Eligible,Gemologist,09-03-2004,A,92,15-02-2015,166946,149058,17888,22,78,Married,Some College,2001471721
No,male,13-06-1973,46,Salaried,Not Eligible,Fluorescent Lamp Replacer,29-08-2016,A,89,12-04-2018,115914,115914,0,23,42,Married,Bachelors Degree,2001471722
Yes,male,27-11-1972,46,Hourly,Eligible,Priest,07-08-2010,B,45,12-05-2018,174551,174551,0,0,13,Married,Some College,2001471723
No,male,03-07-1959,59,Hourly,Not Eligible,Secretary Medical,05-09-2013,C,62,12-07-2016,170781,161114,9667,4,21,Married,Graduate Degree,2001471724
Yes,male,16-03-1973,46,Salaried,Eligible,Loan Collector Consumer,24-12-2009,A,89,08-03-2016,140844,140844,0,37,59,Married,Graduate Degree,2001471725
No,female,07-01-1974,45,Salaried,Not Eligible,Supervisor Management Development,02-12-2006,D,80,16-09-2014,135311,133971,1340,4,38,Married,Bachelors Degree,2001471726
No,female,18-04-1977,42,Salaried,Not Eligible,Air Conditioning Installer 1,09-12-2003,C,84,07-10-2014,94753,85363,9390,27,11,Single,PhD,2001471727
No,female,07-02-1965,54,Hourly,Not Eligible,Pastor,26-07-2015,D,81,29-12-2016,179970,178188,1782,43,94,Married,Bachelors Degree,2001471728
No,female,16-05-1976,43,Salaried,Eligible,Building Cleaner,21-11-2005,D,52,16-05-2015,189754,166450,23304,35,75,Married,PhD,2001471729
No,female,06-12-1962,56,Salaried,Not Eligible,Employment Recruiter Professional,23-01-2018,A,54,08-02-2014,98083,86799,11284,2,44,Married,PhD,2001471730
No,female,16-11-1969,49,Hourly,Not Eligible,Cleaner Hospital,17-04-2006,D,54,29-12-2013,77814,75547,2267,25,70,Married,Graduate Degree,2001471731
No,male,29-05-1966,53,Hourly,Not Eligible,Automobile Body Repairer,30-03-2009,D,96,03-08-2017,167389,167389,0,27,36,Married,Bachelors Degree,2001471732
No,female,16-12-1979,39,Hourly,Not Eligible,Exhibit Designer Museum,11-03-2010,D,94,28-04-2017,112101,103797,8304,6,45,Married,Graduate Degree,2001471733
No,male,21-02-1971,48,Salaried,Not Eligible,Surplus-Property Sales Officer,14-06-2010,D,90,22-04-2014,162015,152844,9171,0,69,Married,Bachelors Degree,2001471734
No,female,26-07-1981,37,Salaried,Not Eligible,Gemologist,30-06-2007,D,37,14-08-2013,148001,142308,5693,17,100,Single,Graduate Degree,2001471735
Yes,male,01-08-1977,41,Salaried,Eligible,Office Nurse,24-03-2004,A,55,29-12-2013,196434,176967,19467,33,88,Married,Bachelors Degree,2001471736
No,male,15-11-1961,57,Salaried,Not Eligible,Vacuum Molding Operator,14-08-2009,B,80,27-01-2015,182064,175061,7003,32,35,Married,PhD,2001471737
Yes,male,22-04-1961,58,Hourly,Eligible,Teacher College/University,07-05-2006,C,58,11-03-2014,81326,81326,0,37,97,Married,Bachelors Degree,2001471738
No,male,21-08-1961,57,Salaried,Not Eligible,Architect,14-02-2015,B,81,04-11-2015,175408,175408,0,14,52,Single,Bachelors Degree,2001471739
No,female,22-06-1964,54,Salaried,Not Eligible,Physical Education Teacher,20-07-2009,B,99,18-03-2014,166346,159948,6398,8,64,Married,Bachelors Degree,2001471740
No,female,24-08-1966,52,Salaried,Not Eligible,Production Lead,27-07-2017,A,49,14-10-2015,158464,153848,4616,5,75,Single,PhD,2001471741
Yes,male,13-12-1983,35,Salaried,Not Eligible,Needleworker,05-04-2005,B,89,16-09-2017,90508,84586,5922,31,85,Married,Some College,2001471742
Yes,female,01-12-1959,59,Hourly,Not Eligible,Technician Cartographic,27-04-2008,C,93,27-04-2016,177545,177545,0,3,98,Married,Some College,2001471743
No,female,11-08-1967,51,Hourly,Eligible,Clerk Stock Transfer,07-09-2008,A,43,03-02-2018,55003,53924,1079,43,51,Single,Bachelors Degree,2001471744
No,female,25-01-1978,41,Salaried,Not Eligible,Insurance Adjustor Claims,05-01-2013,B,40,11-07-2017,164588,161360,3228,25,27,Married,Bachelors Degree,2001471745
No,female,16-05-1972,47,Hourly,Not Eligible,Salesperson Surgical Appliances,20-08-2004,A,33,19-05-2017,194620,190803,3817,30,94,Married,PhD,2001471746
No,male,17-05-1981,38,Salaried,Not Eligible,Radiologist Diagnostic,29-01-2015,C,87,02-02-2014,101559,97652,3907,32,38,Married,Some College,2001471747
No,female,26-09-1972,46,Hourly,Not Eligible,Meteorologist,05-02-2007,C,91,05-01-2018,124519,122077,2442,33,85,Married,Graduate Degree,2001471748
No,female,16-12-1983,35,Salaried,Not Eligible,Director Long-Range Planning,01-03-2005,C,91,09-10-2013,162605,162605,0,22,64,Single,Some College,2001471749
No,male,04-02-1965,54,Salaried,Eligible,Human Resources Generalist,07-03-2015,D,95,16-05-2014,153337,150330,3007,10,42,Married,Graduate Degree,2001471750
Yes,male,25-07-1960,58,Salaried,Not Eligible,Amusement-Equipment Operator,14-10-2015,B,46,16-11-2016,156255,151703,4552,22,88,Married,Bachelors Degree,2001471751
No,female,06-12-1970,48,Hourly,Not Eligible,Clerk Risk Management,28-12-2003,A,94,26-02-2014,188796,188796,0,38,63,Married,Some College,2001471752
No,male,03-04-1982,37,Salaried,Not Eligible,Director Nursing,04-02-2005,D,87,14-12-2015,52829,46751,6078,31,87,Married,Some College,2001471753
No,female,24-03-1976,43,Salaried,Eligible,Writer Screen,16-12-2005,C,30,12-06-2014,150656,139496,11160,32,90,Married,Some College,2001471754
No,male,13-07-1962,56,Hourly,Not Eligible,Repairer Truck,06-02-2008,C,60,29-06-2016,140612,130196,10416,45,72,Married,Graduate Degree,2001471755
No,female,24-02-1972,47,Hourly,Eligible,Supervisor Equal Opportunity,11-10-2006,A,59,26-04-2016,173590,150947,22643,2,58,Single,Graduate Degree,2001471756
No,female,16-05-1979,40,Salaried,Not Eligible,Music Teacher,12-01-2004,D,70,13-11-2016,168191,152900,15291,44,67,Married,Some College,2001471757
No,male,05-01-1960,59,Salaried,Not Eligible,Flight Security Specialist,18-03-2010,B,48,15-07-2015,101966,95295,6671,21,44,Married,Graduate Degree,2001471758
No,female,16-07-1965,53,Hourly,Not Eligible,Garment Inspector,26-12-2010,B,87,17-07-2013,168300,155833,12467,35,91,Married,Graduate Degree,2001471759
Yes,female,05-06-1971,48,Salaried,Not Eligible,Expediter Production,16-05-2008,D,56,29-10-2014,72201,72201,0,1,26,Married,Some College,2001471760
